consumer_id,revenue,ad_exposure,recency,frequency,monetary_value,age,mobile
2143,34.586227,0,2,10,2,25,1
2144,41.84013,1,1,7,4,22,1
2145,42.427052,1,5,6,3,28,1
2146,33.296928,0,7,1,2,53,0
2147,27.120787,1,1,3,1,38,0
2148,45.734718,0,10,2,6,42,0
2149,56.962997,1,5,7,7,36,1
2150,29.681955,0,5,1,3,49,0
2151,33.704769,0,7,10,1,61,1
2152,51.962845,1,6,7,7,42,1
2153,30.500908,0,2,2,3,26,0
2154,59.679874,1,6,4,10,39,0
2155,35.235638,1,2,3,3,43,1
2156,35.625465,1,5,6,2,40,1
2157,49.400097,1,5,3,8,47,1
2158,51.782238,0,6,10,6,58,1
2159,51.873123,0,9,2,9,21,0
2160,45.839664,1,1,4,7,36,0
2161,38.734856,1,6,4,3,39,1
2162,42.300419,0,8,8,3,46,1
2163,40.242573,0,1,2,7,33,0
2164,33.912003,1,4,7,1,43,1
2165,38.606934,1,8,5,2,31,1
2166,55.448364,1,7,5,8,33,1
2167,37.157097,1,1,7,5,29,1
2168,52.478592,0,1,10,9,42,1
2169,43.566769,1,5,6,5,50,1
2170,35.834518,1,2,3,4,39,1
2171,49.119404,1,6,7,5,45,1
2172,48.034573,1,6,8,5,56,1
2173,53.933758,0,8,1,9,48,0
2174,35.818153,1,8,5,1,44,1
2175,43.359524,0,10,4,4,43,1
2176,56.412983,1,6,4,8,28,1
2177,46.08326,0,6,9,4,42,1
2178,46.161087,1,9,3,5,66,1
2179,40.339191,1,3,4,5,30,0
2180,60.87751,1,7,3,10,57,1
2181,39.200737,1,8,5,2,50,1
2182,38.957241,0,1,9,4,62,1
2183,44.244431,0,3,10,4,45,1
2184,62.117111,1,5,8,10,27,1
2185,57.612797,0,10,6,8,49,1
2186,43.878235,1,2,4,7,24,1
2187,52.604794,0,10,5,7,61,1
2188,48.544739,1,3,4,7,29,0
2189,55.214951,0,2,8,9,27,1
2190,50.754284,0,7,10,5,23,1
2191,45.750969,1,9,7,4,47,1
2192,44.317474,1,5,7,5,42,1
2193,39.956718,1,8,3,3,34,0
2194,45.648682,0,1,10,6,24,1
2195,39.240005,1,4,8,3,47,1
2196,46.559067,0,6,9,4,32,1
2197,58.302143,1,7,6,9,31,1
2198,20.253849,0,1,1,1,24,0
2199,37.578236,1,2,7,3,61,1
2200,34.723869,0,2,10,1,46,1
2201,56.731739,1,2,6,10,33,1
2202,53.279995,1,9,7,6,42,1
2203,38.086113,1,6,8,1,27,1
2204,43.828716,1,6,7,3,39,1
2205,49.704845,0,3,9,6,44,1
2206,35.507095,1,6,4,3,41,1
2207,42.458702,0,7,1,7,48,1
2208,34.853065,0,10,1,1,51,0
2209,44.174236,0,8,10,2,46,1
2210,57.065983,1,8,7,7,40,1
2211,52.085327,1,4,5,9,41,1
2212,54.101097,0,3,10,7,37,1
2213,51.762886,0,9,10,4,49,1
2214,39.353523,1,7,6,3,47,1
2215,57.425896,0,9,8,8,46,1
2216,53.978283,1,6,6,8,53,1
2217,40.211216,0,10,7,1,40,1
2218,35.919285,0,1,8,3,42,1
2219,33.54668,1,2,5,3,58,1
2220,63.510353,1,8,7,9,38,1
2221,47.802128,0,2,9,8,44,1
2222,50.535961,1,3,2,10,43,0
2223,32.872581,1,1,6,2,34,1
2224,34.036877,0,7,9,1,43,1
2225,54.640038,1,3,7,9,46,1
2226,28.271067,0,1,9,1,50,1
2227,62.284817,0,9,9,9,55,1
2228,45.046307,1,8,6,3,53,1
2229,40.643875,1,8,6,3,32,1
2230,33.327469,1,4,7,1,37,1
2231,50.525608,0,2,8,8,45,1
2232,42.495213,1,2,6,5,32,1
2233,30.698671,1,2,5,2,36,1
2234,64.637276,1,8,6,10,56,1
2235,60.103245,1,9,3,10,50,1
2236,45.041943,1,4,4,6,48,1
2237,33.863255,1,6,5,1,23,1
2238,60.590263,1,7,8,9,53,1
2239,45.837029,0,9,1,7,42,0
2240,39.265358,1,5,7,2,30,1
2241,39.258926,0,8,1,5,42,0
2242,50.279976,1,4,2,10,42,0
2243,59.538456,1,6,6,10,45,1
2244,63.724644,0,10,8,9,44,1
2245,50.384117,1,6,3,7,25,0
2246,50.912457,0,10,6,5,43,1
2247,26.431749,1,1,5,1,46,1
2248,38.283443,0,10,5,2,37,1
2249,45.971371,1,8,4,5,51,1
2250,38.177013,1,4,4,4,45,1
2251,41.437683,1,1,3,6,51,0
2252,61.520267,0,10,7,9,42,1
2253,46.437389,0,10,3,6,38,0
2254,61.542072,1,5,5,10,50,1
2255,48.870674,0,5,10,6,63,1
2256,30.368927,0,6,1,4,46,0
2257,41.481331,1,2,4,6,43,1
2258,54.442043,0,7,9,7,39,1
2259,29.262058,0,8,1,1,44,0
2260,39.016201,1,7,2,3,24,0
2261,41.882294,0,9,2,5,46,1
2262,43.376896,0,3,9,5,51,1
2263,44.693649,0,2,1,8,34,0
2264,55.1213,1,7,8,5,41,1
2265,31.37557,1,4,2,3,35,1
2266,45.580917,1,4,7,6,26,1
2267,37.789177,1,4,3,4,31,1
2268,53.448578,0,6,9,7,49,1
2269,59.392952,0,9,8,8,51,1
2270,44.584969,1,1,6,6,41,1
2271,38.154938,1,5,8,2,55,1
2272,54.689068,0,3,9,9,47,1
2273,58.327141,0,10,7,8,50,1
2274,55.542881,0,8,9,8,45,1
2275,37.214901,0,8,8,2,59,1
2276,55.533226,1,3,8,8,32,1
2277,53.581497,0,10,3,8,45,0
2278,53.010006,0,1,10,7,23,1
2279,38.42577,0,9,1,3,31,0
2280,56.165428,1,7,6,8,32,1
2281,35.622143,0,4,1,5,37,0
2282,42.041386,1,7,6,3,60,1
2283,52.117455,1,4,8,7,44,1
2284,63.601219,0,7,9,10,43,1
2285,34.638687,1,6,6,1,27,1
2286,42.773266,1,3,8,5,41,1
2287,63.304077,1,7,8,10,42,1
2288,44.15221,1,7,4,4,25,1
2289,52.951035,1,2,6,9,37,1
2290,34.785385,1,6,4,2,58,1
2291,57.192818,0,9,10,6,37,1
2292,43.752628,1,5,6,4,46,1
2293,52.302738,0,10,9,6,28,1
2294,53.719044,1,5,3,8,42,1
2295,58.245705,1,8,7,8,35,1
2296,48.376953,1,5,6,7,41,1
2297,46.69418,0,8,9,3,56,1
2298,33.891499,0,6,1,3,64,0
2299,58.061825,1,3,5,10,34,1
2300,35.85318,0,1,8,3,35,1
2301,56.552479,0,8,2,10,31,0
2302,54.710407,1,3,5,9,68,1
2303,41.588211,0,10,9,2,32,1
2304,50.567776,0,8,2,8,49,0
2305,47.13765,0,2,2,9,47,1
2306,38.753323,1,3,3,5,46,1
2307,60.16066,0,9,10,7,39,1
2308,59.468964,1,3,5,10,66,1
2309,52.785,1,5,5,8,49,1
2310,50.502712,1,1,3,9,28,1
2311,30.900997,1,4,3,2,34,0
2312,35.601059,1,4,5,2,40,1
2313,37.012222,1,4,6,3,27,1
2314,49.508038,1,3,2,8,34,1
2315,59.475128,0,2,9,10,47,1
2316,43.527584,1,3,7,4,53,1
2317,50.385475,0,10,3,8,51,0
2318,45.053116,0,5,10,4,47,1
2319,36.484493,1,4,3,4,38,0
2320,39.593277,0,4,9,3,56,1
2321,43.074009,0,7,9,3,57,1
2322,58.97303,1,8,6,8,47,1
2323,48.424236,1,3,8,7,47,1
2324,36.431644,1,1,6,3,51,1
2325,43.272251,1,8,6,4,23,1
2326,43.399189,1,3,7,4,54,1
2327,28.506161,0,7,1,1,32,1
2328,41.17165,1,2,3,5,37,1
2329,57.189182,1,7,2,10,47,0
2330,35.926071,1,1,4,2,35,1
2331,44.247967,1,4,5,5,36,1
2332,43.378536,1,6,6,5,51,1
2333,43.483879,1,4,5,5,30,1
2334,24.062473,0,6,1,1,53,0
2335,38.514336,1,3,5,4,46,1
2336,34.695274,1,6,2,3,50,0
2337,39.114067,0,8,8,3,33,1
2338,39.769165,0,7,10,2,45,1
2339,33.464565,1,4,6,1,21,1
2340,49.197426,1,7,4,6,48,1
2341,39.837788,0,7,9,2,39,1
2342,36.135029,1,2,6,4,43,1
2343,31.112963,1,2,7,1,53,1
2344,57.110592,1,9,5,7,44,1
2345,48.681847,1,5,4,6,56,1
2346,47.853493,1,8,3,6,50,0
2347,29.800915,1,5,2,2,35,0
2348,34.803246,0,4,1,4,33,0
2349,43.867519,1,6,8,2,46,1
2350,48.662697,1,7,8,4,55,1
2351,34.458,1,6,6,2,32,1
2352,34.861683,1,5,2,3,43,0
2353,39.388527,1,9,3,2,61,0
2354,49.763775,1,3,8,5,54,1
2355,33.005886,0,2,8,2,40,1
2356,48.227638,1,4,5,7,32,1
2357,39.460949,0,9,8,2,53,1
2358,35.697903,1,8,3,1,38,1
2359,38.310947,0,9,8,1,34,1
2360,59.362446,0,10,8,8,35,1
2361,39.221558,1,1,3,7,47,1
2362,53.416824,0,8,2,9,27,0
2363,35.192924,1,8,4,2,50,0
2364,47.792091,0,9,9,3,40,1
2365,51.474339,0,9,1,9,55,1
2366,41.900951,0,2,1,9,42,0
2367,64.390327,0,9,10,10,35,1
2368,29.039488,0,1,1,3,38,0
2369,37.767834,0,8,1,4,28,0
2370,38.13295,1,3,5,3,34,1
2371,42.741085,0,1,9,5,41,1
2372,33.725857,0,6,1,3,35,0
2373,67.190186,0,9,10,10,59,1
2374,28.607038,1,2,3,2,40,1
2375,41.428562,1,7,4,4,22,1
2376,55.181488,1,6,2,8,51,1
2377,30.937983,1,3,2,3,31,0
2378,47.73563,0,10,10,4,41,1
2379,31.792473,0,9,2,2,32,1
2380,41.337315,0,5,9,4,26,1
2381,39.354801,1,5,3,5,25,1
2382,55.912918,1,3,5,9,32,1
2383,35.776638,1,3,4,4,54,1
2384,49.309807,0,9,1,9,57,0
2385,23.885098,0,2,2,1,32,1
2386,35.900688,0,5,9,2,45,1
2387,37.075855,0,2,8,4,39,1
2388,42.755493,1,1,5,6,33,1
2389,59.173832,0,8,8,9,50,1
2390,47.102379,0,7,10,4,54,1
2391,51.730564,1,3,3,8,58,0
2392,54.074501,0,3,9,8,34,1
2393,50.112213,1,2,5,7,52,1
2394,40.592476,1,8,3,3,49,0
2395,49.267715,1,1,6,8,39,1
2396,47.613533,0,10,4,6,45,1
2397,26.807608,1,4,3,1,55,0
2398,57.14053,1,8,3,10,38,0
2399,34.58894,0,10,1,3,40,0
2400,27.758101,0,3,1,2,40,0
2401,31.009308,0,2,2,4,47,0
2402,49.664783,1,5,4,8,45,1
2403,34.747116,0,2,10,1,36,1
2404,27.891642,0,7,1,2,52,0
2405,25.004084,0,1,2,2,43,1
2406,53.870975,0,7,10,6,40,1
2407,44.026936,0,3,1,8,34,0
2408,46.878231,1,3,6,6,38,1
2409,44.738831,0,1,8,6,29,1
2410,51.64283,1,4,6,7,41,1
2411,44.104301,1,8,7,2,31,1
2412,21.411772,0,1,1,1,28,0
2413,31.691078,0,2,8,2,22,1
2414,46.563377,0,1,10,6,35,1
2415,32.907887,0,4,10,1,59,1
2416,35.01963,1,5,2,3,36,0
2417,49.496914,1,7,8,4,46,1
2418,47.650055,1,3,8,5,49,1
2419,32.380859,1,7,3,1,28,1
2420,57.727516,0,10,6,9,43,1
2421,47.93837,1,8,7,4,59,1
2422,35.903751,0,7,1,4,43,0
2423,49.80405,0,10,3,8,25,0
2424,44.756485,0,9,10,4,47,1
2425,57.583344,1,4,3,10,37,0
2426,45.076366,1,6,5,4,49,1
2427,31.639084,1,3,6,1,45,1
2428,48.603588,1,7,6,5,37,1
2429,39.550175,0,2,9,5,39,1
2430,36.50964,1,8,5,1,45,1
2431,42.240623,0,7,9,2,44,1
2432,48.543697,0,6,1,9,43,0
2433,45.094902,0,8,8,4,44,1
2434,39.063309,0,9,8,1,37,1
2435,48.954937,0,7,9,4,33,1
2436,46.154362,1,6,7,4,47,1
2437,50.510105,1,7,6,6,42,1
2438,54.340881,1,6,8,6,40,1
2439,52.469002,1,6,2,9,32,0
2440,39.533794,1,8,4,2,38,1
2441,35.502174,1,8,5,1,62,1
2442,35.812622,1,8,4,2,36,0
2443,43.115288,1,7,8,3,47,1
2444,65.646614,0,7,10,10,52,1
2445,33.896477,0,5,10,1,42,1
2446,52.082672,0,7,1,9,60,1
2447,29.119997,0,1,1,4,35,1
2448,53.135952,1,1,7,9,45,1
2449,35.820904,1,3,2,4,35,0
2450,40.519211,1,2,4,5,44,0
2451,30.69961,1,3,4,2,28,0
2452,51.704094,0,7,1,10,37,0
2453,31.307854,1,5,4,1,35,1
2454,27.159126,0,7,1,1,38,0
2455,45.691147,0,5,9,4,53,1
2456,40.471287,0,6,1,7,43,0
2457,49.351971,0,10,9,4,42,1
2458,58.311729,1,7,5,10,42,1
2459,49.054241,1,8,7,4,28,1
2460,41.759834,0,5,9,3,34,1
2461,47.699276,1,4,2,7,49,1
2462,39.517262,0,3,10,3,41,1
2463,30.665241,0,2,2,4,24,1
2464,29.736423,0,2,1,4,49,1
2465,49.84663,0,2,8,8,34,1
2466,57.086277,0,10,2,10,35,1
2467,57.332623,1,5,3,10,49,0
2468,45.163372,1,7,7,4,39,1
2469,55.314125,1,2,3,10,28,0
2470,35.050846,0,4,9,1,26,1
2471,32.971149,1,3,2,3,32,0
2472,42.629993,1,5,4,5,38,1
2473,56.492462,1,5,5,9,43,1
2474,46.675476,1,9,5,5,31,1
2475,29.872671,0,2,9,1,48,1
2476,47.260269,1,4,4,7,38,1
2477,46.717598,1,3,7,6,43,1
2478,48.165421,0,4,10,5,47,1
2479,40.63562,1,6,2,5,44,1
2480,37.829811,0,2,8,5,30,1
2481,54.114559,0,8,9,6,32,1
2482,39.676155,0,1,8,4,34,1
2483,44.657867,1,5,5,5,43,1
2484,50.209229,0,10,7,5,57,1
2485,58.156658,1,6,8,6,43,1
2486,60.592842,1,4,8,10,30,1
2487,38.808273,0,2,10,3,32,1
2488,41.500931,1,4,4,5,51,1
2489,56.276447,1,2,5,10,35,1
2490,29.830061,1,2,5,1,31,1
2491,42.622822,1,4,4,5,38,0
2492,37.290661,0,10,5,2,38,1
2493,47.912361,0,7,9,5,46,1
2494,43.272175,0,1,9,4,46,1
2495,38.906414,0,7,1,5,25,0
2496,41.993484,0,8,9,2,53,1
2497,52.963032,1,5,6,7,35,1
2498,37.301701,1,2,7,3,47,1
2499,49.196842,0,9,2,6,37,0
2500,42.654072,0,4,9,3,49,1
2501,40.064827,0,10,8,2,49,1
2502,61.748444,0,5,10,10,55,1
2503,32.142666,0,3,9,2,58,1
2504,36.153061,0,10,3,3,27,1
2505,57.115089,0,5,10,8,47,1
2506,53.604618,1,3,2,9,44,0
2507,50.901295,0,5,9,6,54,1
2508,28.170321,1,1,4,1,33,1
2509,30.348728,0,4,1,3,31,0
2510,58.035622,1,7,5,8,32,1
2511,44.551468,1,4,4,6,28,1
2512,34.058739,0,8,2,3,54,1
2513,57.733276,1,7,8,8,42,1
2514,45.304031,0,1,8,6,50,1
2515,49.848938,0,7,1,9,36,0
2516,56.450775,0,10,7,7,39,1
2517,32.320301,0,2,2,5,45,0
2518,56.76281,0,10,4,9,30,1
2519,45.569778,1,7,2,7,39,0
2520,41.935631,1,9,4,3,23,1
2521,55.330353,1,5,3,10,24,0
2522,35.94611,0,3,9,3,62,1
2523,45.247925,0,9,8,4,62,1
2524,59.904518,0,10,7,8,40,1
2525,26.752758,0,1,1,4,30,0
2526,40.366074,1,3,3,6,36,0
2527,30.782274,1,7,2,2,52,0
2528,49.301579,0,10,7,4,46,1
2529,54.240463,0,5,10,6,35,1
2530,60.63245,1,8,4,9,56,1
2531,34.260208,1,5,4,1,38,1
2532,43.203888,1,9,5,6,47,1
2533,31.604158,0,10,3,1,39,1
2534,39.596172,0,9,8,2,40,1
2535,48.130672,0,5,9,5,49,1
2536,48.666748,1,5,4,8,43,1
2537,43.746037,0,1,10,5,35,1
2538,46.928852,1,9,5,4,58,1
2539,48.587421,1,4,3,8,43,1
2540,38.946873,0,3,10,4,28,1
2541,35.539211,1,1,6,3,31,1
2542,52.772724,0,8,10,5,50,1
2543,50.33609,1,2,5,8,25,1
2544,34.109447,1,1,3,4,23,1
2545,53.419586,1,9,4,7,29,1
2546,32.980045,1,2,7,2,51,1
2547,39.204052,1,7,4,4,47,1
2548,39.847828,1,8,4,2,58,1
2549,63.529987,1,9,4,10,52,0
2550,22.71385,0,1,2,3,42,0
2551,30.012108,1,2,5,1,34,1
2552,57.682007,0,9,10,8,34,1
2553,52.612267,1,4,5,8,50,1
2554,35.596214,1,8,3,2,32,0
2555,59.572609,1,9,6,8,35,1
2556,48.142262,1,3,4,7,49,1
2557,36.56498,1,3,6,1,50,1
2558,62.335934,0,6,9,10,45,1
2559,38.293205,1,6,7,1,25,1
2560,54.603661,0,9,9,6,38,1
2561,65.504898,1,9,6,10,45,1
2562,37.71463,0,2,2,7,22,0
2563,55.697155,1,5,2,9,48,0
2564,52.413261,1,7,7,7,38,1
2565,48.784931,1,6,6,6,35,1
2566,49.319416,1,5,2,8,35,1
2567,57.536713,0,5,10,10,47,1
2568,30.375406,1,4,2,2,42,0
2569,54.449245,0,10,9,6,56,1
2570,44.441498,1,4,8,4,31,1
2571,48.831806,0,10,2,7,23,0
2572,25.017883,0,2,1,2,31,0
2573,51.885807,1,5,6,7,46,1
2574,52.160648,1,2,5,9,53,1
2575,34.105469,1,4,6,2,21,1
2576,40.90876,1,4,5,3,22,1
2577,46.209034,1,7,7,5,34,1
2578,54.629211,0,1,9,9,42,1
2579,42.912342,1,6,2,6,40,0
2580,33.44825,0,4,9,1,33,1
2581,52.074768,0,9,8,5,55,1
2582,54.554649,0,1,10,9,37,1
2583,52.650146,1,4,7,7,33,1
2584,26.775036,0,2,2,3,47,0
2585,58.319511,0,10,7,6,38,1
2586,57.6586,1,8,7,7,27,1
2587,30.879841,1,2,3,2,36,1
2588,60.687271,1,5,8,10,35,1
2589,58.643211,1,4,8,9,49,1
2590,33.739975,0,1,2,5,49,1
2591,40.841221,1,7,6,3,49,1
2592,67.799797,0,10,8,10,55,1
2593,34.527729,0,4,9,2,58,1
2594,41.544743,0,9,1,5,58,1
2595,35.74754,1,1,7,3,49,1
2596,40.501289,1,5,5,4,47,1
2597,48.534611,0,10,5,6,32,1
2598,62.302063,0,6,9,10,39,1
2599,50.45557,0,9,8,6,42,1
2600,47.218998,0,10,7,4,50,1
2601,38.435135,0,1,2,6,24,0
2602,38.476646,1,5,6,3,47,1
2603,43.196121,1,9,6,4,46,1
2604,57.180611,0,9,1,10,23,1
2605,37.596004,1,8,4,1,28,1
2606,52.734135,1,8,5,7,45,1
2607,55.738697,1,8,5,7,25,1
2608,41.315712,1,4,2,5,41,1
2609,56.130314,1,4,3,10,61,0
2610,51.733135,1,3,8,8,43,1
2611,46.223522,1,3,5,6,32,1
2612,48.822826,0,2,8,7,40,1
2613,35.594631,1,1,3,5,57,1
2614,57.748829,1,4,4,10,34,1
2615,47.611988,1,6,3,6,55,1
2616,54.087185,1,3,5,9,59,1
2617,50.129173,1,8,4,7,26,1
2618,51.934681,0,7,9,7,44,1
2619,58.927963,0,3,10,10,33,1
2620,38.399239,0,10,2,3,40,1
2621,25.901857,0,4,1,1,22,0
2622,46.436081,0,10,9,4,41,1
2623,33.29385,1,5,5,1,28,1
2624,46.89724,0,9,2,7,39,0
2625,57.42625,0,10,2,10,40,0
2626,59.919338,1,2,7,9,39,1
2627,66.328308,0,10,8,10,52,1
2628,58.706562,0,1,10,10,42,1
2629,23.943235,0,1,2,2,29,1
2630,49.498306,0,8,10,5,51,1
2631,38.330349,0,5,9,2,42,1
2632,46.178307,1,9,7,3,47,1
2633,31.536554,0,1,1,6,49,0
2634,37.498653,0,8,2,4,56,1
2635,62.569721,0,10,8,10,40,1
2636,58.783573,1,6,3,10,40,0
2637,37.806408,1,2,3,4,49,1
2638,41.846981,1,7,2,5,25,1
2639,45.876106,1,9,5,3,42,1
2640,57.947563,1,3,6,10,50,1
2641,34.221745,1,1,5,4,33,1
2642,61.896572,0,10,6,9,42,1
2643,41.918842,1,5,8,2,25,1
2644,40.057556,1,9,6,2,52,1
2645,35.53471,1,7,3,1,36,1
2646,45.571201,0,1,8,7,41,1
2647,63.368084,0,4,10,10,48,1
2648,36.540672,0,1,9,3,47,1
2649,36.768555,1,4,4,3,39,0
2650,45.237206,1,1,4,8,30,1
2651,44.131763,1,4,2,6,46,0
2652,35.57798,0,6,9,1,60,1
2653,35.856941,1,8,3,1,29,1
2654,51.326046,1,6,6,6,46,1
2655,50.484226,0,3,1,10,33,0
2656,46.622978,0,10,5,5,49,1
2657,37.811111,0,10,3,1,44,0
2658,46.711597,0,10,7,5,44,1
2659,57.591019,0,6,9,9,53,1
2660,36.112862,1,6,2,4,43,0
2661,37.906361,1,3,3,4,54,1
2662,56.587254,1,7,2,10,40,0
2663,43.552124,1,3,7,5,48,1
2664,43.120922,1,1,7,5,21,1
2665,50.266033,1,8,7,5,46,1
2666,45.514507,1,5,3,6,38,1
2667,35.930309,1,7,3,2,60,0
2668,60.195675,0,2,9,10,53,1
2669,32.154652,1,5,2,2,33,1
2670,53.163399,1,2,3,9,34,1
2671,51.695614,1,5,2,8,43,0
2672,65.505821,0,7,10,10,39,1
2673,49.481491,1,7,7,6,48,1
2674,46.117489,1,5,3,5,30,1
2675,46.667416,0,6,9,5,49,1
2676,59.21283,1,2,7,9,39,1
2677,45.809376,1,5,4,7,43,1
2678,27.526121,0,2,2,3,40,1
2679,40.981571,1,7,4,3,31,1
2680,63.860146,1,7,6,10,58,1
2681,35.351974,1,3,6,2,27,1
2682,41.845482,0,1,1,8,38,1
2683,47.382126,1,4,5,6,42,1
2684,40.262379,0,8,1,6,41,0
2685,56.346024,1,6,3,9,34,0
2686,21.672117,0,3,1,1,23,0
2687,43.62957,1,5,5,5,41,1
2688,37.044037,0,1,1,6,45,1
2689,50.194073,0,10,9,4,33,1
2690,40.650444,1,4,3,6,42,0
2691,52.012402,1,8,7,7,43,1
2692,48.068092,0,7,9,5,39,1
2693,67.187851,0,10,10,10,51,1
2694,24.230604,1,2,4,1,44,1
2695,37.297386,0,10,8,1,45,1
2696,62.745621,1,5,4,10,45,1
2697,44.748848,0,9,8,3,47,1
2698,28.764643,0,8,1,1,51,0
2699,67.658737,0,9,9,10,54,1
2700,27.674427,0,1,1,3,28,0
2701,36.72646,0,2,1,6,45,0
2702,59.035961,0,8,8,9,43,1
2703,56.554501,0,10,1,10,54,1
2704,50.324272,1,6,4,8,48,1
2705,60.012486,0,10,6,9,57,1
2706,59.77121,1,3,8,10,35,1
2707,40.678814,1,4,7,4,21,1
2708,60.907379,1,5,5,10,27,1
2709,37.272247,1,1,6,5,43,1
2710,40.638996,0,10,9,1,40,1
2711,45.672562,1,7,2,5,45,0
2712,46.95134,1,8,4,5,30,1
2713,51.44437,1,3,8,7,46,1
2714,64.900146,1,8,6,10,53,1
2715,46.917297,1,4,5,6,53,1
2716,53.468483,1,7,3,8,62,1
2717,51.455486,0,10,9,5,38,1
2718,29.116419,1,7,2,1,39,0
2719,50.634369,1,8,4,6,44,1
2720,58.492794,1,1,7,10,42,1
2721,40.071224,0,5,1,7,47,0
2722,40.860783,0,10,8,2,45,1
2723,47.299232,1,7,3,6,42,0
2724,40.736645,1,8,4,2,50,1
2725,35.097172,1,6,3,2,23,1
2726,47.057583,1,3,3,8,31,1
2727,36.868679,0,10,6,1,33,1
2728,56.519905,0,10,10,6,48,1
2729,43.146706,1,8,7,3,24,1
2730,42.879101,1,7,3,3,51,0
2731,60.969288,1,7,8,9,46,1
2732,45.912754,1,7,4,5,37,1
2733,45.385075,0,9,10,3,69,1
2734,32.367016,0,5,9,1,34,1
2735,61.804493,1,9,3,9,63,0
2736,50.870251,1,2,7,8,36,1
2737,23.837856,0,1,1,3,46,1
2738,54.941456,1,4,6,9,31,1
2739,37.09531,1,4,4,3,33,0
2740,53.940155,1,8,7,6,30,1
2741,45.807392,1,7,3,6,47,0
2742,51.638359,0,6,9,6,46,1
2743,50.518394,1,2,6,8,40,1
2744,54.627033,1,1,4,10,34,1
2745,54.369823,1,2,3,10,26,1
2746,55.856544,1,4,7,8,28,1
2747,53.306431,1,2,3,10,55,0
2748,43.907669,1,7,5,4,53,1
2749,61.949844,0,7,9,10,42,1
2750,44.549522,0,1,8,6,36,1
2751,63.512798,1,9,5,9,47,1
2752,47.119289,1,4,4,7,40,1
2753,44.060745,0,9,1,7,42,0
2754,58.589455,1,7,4,10,26,1
2755,43.527214,0,10,3,4,36,0
2756,41.722057,1,8,7,2,57,1
2757,46.015156,1,4,3,8,31,1
2758,57.937283,1,7,4,9,42,1
2759,52.340427,1,7,4,7,51,1
2760,53.661201,1,4,4,10,54,1
2761,49.230721,1,9,4,7,38,1
2762,47.535202,1,3,5,7,43,1
2763,52.919128,0,9,10,5,50,1
2764,58.716278,1,7,2,10,33,0
2765,52.247726,1,8,7,5,57,1
2766,34.907509,0,2,2,5,37,0
2767,40.147369,1,9,6,2,54,1
2768,40.248253,1,7,8,2,56,1
2769,51.928352,1,6,2,7,39,0
2770,44.412113,1,2,6,6,31,1
2771,48.487442,0,10,2,7,41,1
2772,34.292564,0,1,9,2,40,1
2773,33.08049,0,10,1,2,48,1
2774,63.144928,1,7,6,9,38,1
2775,32.854553,0,2,1,5,38,0
2776,33.969624,0,1,1,4,43,0
2777,55.907059,1,1,7,10,22,1
2778,26.075645,1,1,3,1,22,1
2779,35.710464,1,1,5,4,52,1
2780,51.185516,1,5,3,8,41,1
2781,47.892712,1,1,4,8,35,1
2782,59.841133,0,10,7,8,29,1
2783,52.038456,1,8,7,6,28,1
2784,35.839211,0,4,9,1,31,1
2785,39.789124,1,2,6,3,43,1
2786,43.934216,1,6,2,6,30,0
2787,39.72147,1,1,5,5,45,1
2788,40.272316,1,2,5,5,25,1
2789,51.586136,0,8,9,7,54,1
2790,34.286552,0,10,4,1,53,0
2791,55.740833,1,6,7,7,41,1
2792,63.437355,0,5,9,10,46,1
2793,46.179256,1,9,5,4,55,1
2794,33.396427,0,2,2,5,32,0
2795,51.527519,0,5,1,10,37,1
2796,46.509251,0,2,10,6,40,1
2797,48.324436,0,10,4,5,40,1
2798,47.015041,1,6,6,6,44,1
2799,30.695349,0,2,1,4,37,0
2800,48.873386,0,8,2,8,29,0
2801,36.309189,0,2,8,3,52,1
2802,44.510391,0,1,8,7,46,1
2803,43.021477,1,1,6,5,46,1
2804,56.901718,1,7,7,7,64,1
2805,59.934429,1,7,5,9,53,1
2806,41.059013,1,2,6,4,26,1
2807,46.931553,1,6,7,4,37,1
2808,58.11821,1,1,7,10,44,1
2809,62.558517,1,6,8,9,52,1
2810,45.526997,1,1,6,6,48,1
2811,39.958672,1,8,6,1,40,1
2812,33.523079,1,2,7,1,40,1
2813,46.574467,0,2,1,9,27,1
2814,47.052132,1,3,8,5,32,1
2815,33.315765,0,1,8,2,31,1
2816,63.316837,1,8,6,9,35,1
2817,56.298653,0,9,8,8,42,1
2818,38.704891,1,7,7,2,53,1
2819,27.775267,0,8,2,1,33,0
2820,58.949692,1,9,5,9,48,1
2821,44.917377,0,2,1,8,23,0
2822,50.805515,0,8,2,8,36,0
2823,42.224445,1,3,6,3,55,1
2824,36.951138,1,5,3,3,37,0
2825,37.506718,1,4,8,1,51,1
2826,34.934837,1,2,4,3,30,1
2827,42.047276,0,10,10,2,49,1
2828,45.007694,0,10,8,3,61,1
2829,60.01749,0,9,10,9,33,1
2830,45.701748,1,6,5,6,38,1
2831,57.087612,0,9,9,8,42,1
2832,48.0457,1,2,5,8,34,1
2833,48.190372,1,1,7,7,37,1
2834,54.551414,0,3,10,9,40,1
2835,43.975796,1,1,5,6,49,1
2836,58.453663,1,3,8,9,40,1
2837,63.064976,1,3,8,10,31,1
2838,60.441502,0,4,10,10,23,1
2839,48.68507,1,5,5,6,42,1
2840,51.099384,0,9,1,8,61,0
