rides_request,price,rides_accepted
4354,3.5,2576
3807,3,2217
1788,2,1386
2933,2.5,2125
4488,3.5,2717
1541,2,812
1521,2,1200
3337,3,2088
1488,2,1129
3269,3,2005
2400,2.5,1553
3824,3,2516
2989,2.5,1991
2434,2.5,1354
4591,3.5,2824
3677,3,2400
4232,3.5,2416
4178,3.5,2355
3594,3,2303
2250,2.5,1509
2213,2.5,1438
3505,3,2182
1500,2,1204
3493,3,2217
2506,2.5,1605
4158,3.5,2375
3760,3,2476
3381,3,2121
1732,2,1430
2644,2.5,1817
3994,3,2584
3312,3,1994
3800,3,2464
1705,2,1099
3296,3,2033
4397,3.5,2611
2860,2.5,2063
4106,3.5,2303
2026,2.5,1219
4593,3.5,2764
2818,2.5,1985
2507,2.5,1746
1866,2,1540
3977,3,2637
2564,2.5,1789
4633,3.5,2807
2999,2.5,2082
3406,3,2122
1673,2,1370
3675,3,2308
3191,3,1819
1750,2,1435
3558,3,2294
1675,2,1337
2453,2.5,1440
4523,3.5,2714
1904,2,1588
4600,3.5,2764
3243,3,1860
3207,3,1954
3543,3,2266
2297,2.5,1545
1856,2,1545
1930,2,1575
4953,3.5,3128
2031,2.5,1104
2921,2.5,2091
3254,3,2014
4157,3.5,2362
2317,2.5,1525
3335,3,2089
3482,3,2224
3218,3,1853
4840,3.5,2986
3086,3,1445
1501,2,1183
4587,3.5,2798
2152,2.5,1298
4903,3.5,2884
2397,2.5,1647
4699,3.5,2911
2088,2.5,1344
2291,2.5,1549
4444,3.5,2681
3012,3,1773
2752,2.5,1931
1830,2,1486
2325,2.5,1533
4706,3.5,2912
2252,2.5,1511
3748,3,2371
4197,3.5,2435
2224,2.5,1344
4318,3.5,2488
3715,3,2282
3457,3,2095
4588,3.5,2810
2271,2.5,1464
3079,3,1686
3891,3,2580
4351,3.5,2141
4379,3.5,2612
3972,3,2663
3110,3,1833
3613,3,2343
4295,3.5,2522
4830,3.5,2974
3498,3,2231
2652,2.5,1868
4451,3.5,2680
2898,2.5,2061
3227,3,1943
2546,2.5,1749
3839,3,2277
1854,2,1519
3151,3,1696
3780,3,2473
4197,3.5,2454
4991,3.5,3160
4024,3.5,2249
3566,3,2291
4866,3.5,3022
2172,2.5,1272
1817,2,1461
4049,3.5,2312
4522,3.5,2672
4289,3.5,2345
3203,3,1947
2310,2.5,1529
2825,2.5,2026
3930,3,2553
2655,2.5,1793
2416,2.5,1550
1889,2,1519
2743,2.5,1959
4253,3.5,2494
4153,3.5,2426
4195,3.5,2459
3890,3,2582
3206,3,1965
2316,2.5,1564
2917,2.5,2105
1715,2,1430
3114,3,1900
1628,2,1347
2366,2.5,1610
3216,3,1940
4785,3.5,2814
3084,3,1844
4756,3.5,2867
1900,2,1571
4500,3.5,2700
4684,3.5,2890
3883,3,2569
3715,3,2314
3272,3,1985
2381,2.5,1600
1966,2,1638
1825,2,1448
3534,3,2239
1859,2,1561
1539,2,1261
4248,3.5,2509
3951,3,2604
3199,3,1849
2902,2.5,2097
1418,2,769
4606,3.5,2805
2498,2.5,1248
1837,2,1508
3913,3,2595
4619,3.5,2815
2512,2.5,1606
2507,2.5,1742
3966,3,2622
1416,2,1148
3557,3,2155
1817,2,1496
1738,2,1391
3772,3,2345
2836,2.5,1962
4009,3.5,2288
3759,3,2464
2427,2.5,1537
3422,3,1849
3358,3,2105
1906,2,1579
1500,2,1211
3436,3,2126
3877,3,2212
1654,2,1341
4303,3.5,2515
1820,2,1512
2055,2.5,1271
4838,3.5,2989
3425,3,2101
4344,3.5,2411
2914,2.5,2080
2303,2.5,1426
2531,2.5,1688
3389,3,2111
3523,3,2232
1631,2,1346
3249,3,1991
2119,2.5,1285
4852,3.5,3059
2844,2.5,2026
1548,2,1158
3387,3,2139
3340,3,2082
4909,3.5,3077
2012,2.5,1277
4253,3.5,2500
2015,2.5,1226
3549,3,2281
4071,3.5,2319
3383,3,2135
2528,2.5,1740
1465,2,1198
2515,2.5,1441
1841,2,1553
1982,2,1643
2958,2.5,2074
1749,2,1253
3066,3,1847
4715,3.5,2870
4279,3.5,2486
2713,2.5,1906
4315,3.5,2525
4146,3.5,2390
4326,3.5,2529
2359,2.5,1492
4047,3.5,2138
4605,3.5,2741
3273,3,2028
1759,2,1453
4747,3.5,2960
1597,2,1320
2051,2.5,1303
3060,3,1840
2879,2.5,2056
4036,3.5,2161
2731,2.5,1948
3557,3,2253
3781,3,2490
2234,2.5,1501
2686,2.5,1870
4073,3.5,2185
3390,3,2110
2802,2.5,1886
2577,2.5,1805
1415,2,1099
2882,2.5,2063
3893,3,2533
3735,3,2361
4619,3.5,2804
3456,3,2154
1535,2,1246
4236,3.5,2493
2815,2.5,1931
2080,2.5,1357
3323,3,2054
3223,3,1935
3617,3,2278
3999,3,2650
3809,3,2522
1599,2,1172
3899,3,2601
3862,3,2547
2689,2.5,1857
2040,2.5,1322
1956,2,1526
2964,2.5,2116
4135,3.5,2360
3827,3,2392
2886,2.5,1990
1749,2,1470
1820,2,1506
1805,2,1482
4564,3.5,2798
2378,2.5,1581
1793,2,1479
2928,2.5,2091
1689,2,940
1598,2,1328
2112,2.5,1305
4554,3.5,2790
4858,3.5,3053
4502,3.5,2725
2792,2.5,1913
3513,3,2233
3447,3,2156
4895,3.5,3028
3468,3,2198
3858,3,2470
2999,2.5,2192
2748,2.5,1938
3037,3,1712
2902,2.5,1710
3918,3,2586
4076,3.5,2268
1448,2,1191
3149,3,1872
2426,2.5,1665
2597,2.5,1805
4135,3.5,2395
2043,2.5,1280
3905,3,2599
3884,3,2570
3888,3,2589
3773,3,2444
2907,2.5,2071
4118,3.5,2358
4218,3.5,2487
3914,3,2586
2617,2.5,1763
2733,2.5,1939
2861,2.5,1992
4741,3.5,2858
4563,3.5,2745
3244,3,1975
1603,2,1304
3364,3,2091
3123,3,1896
2711,2.5,1903
4039,3.5,2268
4638,3.5,2791
4206,3.5,2396
2963,2.5,2147
3962,3,2534
4972,3.5,3119
2926,2.5,2102
3836,3,2528
4974,3.5,3082
2529,2.5,1726
4193,3.5,2457
3145,3,1817
3691,3,2421
1738,2,1291
3809,3,2510
2740,2.5,1843
2775,2.5,1916
2504,2.5,1749
4726,3.5,2925
3886,3,2518
4517,3.5,2688
3633,3,2308
2097,2.5,1199
4552,3.5,2746
4433,3.5,2511
4641,3.5,2827
4512,3.5,2741
3686,3,2358
3825,3,2524
3078,3,1705
2066,2.5,1341
2264,2.5,1447
2594,2.5,1810
4597,3.5,2782
2462,2.5,1694
3837,3,2539
3940,3,2570
1858,2,1524
3977,3,2634
3462,3,2199
3049,3,1780
1628,2,1297
2310,2.5,1570
1474,2,1137
3470,3,2118
2469,2.5,1606
3487,3,2229
2409,2.5,1625
2955,2.5,2117
2998,2.5,1974
2796,2.5,1835
1915,2,1587
4116,3.5,2374
3430,3,2147
4083,3.5,2318
3212,3,1694
3597,3,2322
4035,3.5,2280
1645,2,1353
3894,3,2480
3615,3,2300
2694,2.5,1905
3207,3,1847
2244,2.5,1449
4358,3.5,2510
4530,3.5,2737
3424,3,2150
2016,2.5,1049
4015,3.5,2281
4147,3.5,2308
4976,3.5,3070
1658,2,1300
3922,3,2526
2018,2.5,1141
2775,2.5,1928
1664,2,1373
4934,3.5,3066
3235,3,1976
4206,3.5,2334
4768,3.5,2796
2634,2.5,1854
2322,2.5,562
2386,2.5,1594
1457,2,1178
3901,3,2571
4645,3.5,2849
2819,2.5,2013
3019,3,1751
1581,2,1286
2833,2.5,1993
2254,2.5,1290
1582,2,1285
3273,3,2026
4992,3.5,3131
4333,3.5,2596
4816,3.5,2943
4322,3.5,2526
1780,2,1347
4843,3.5,3041
4242,3.5,2427
1581,2,1306
2323,2.5,1136
2926,2.5,2113
2259,2.5,1470
4345,3.5,2545
1770,2,1325
3936,3,2620
3287,3,1982
3355,3,2111
4059,3.5,2338
4149,3.5,2318
4230,3.5,2412
3484,3,2085
3382,3,2128
4817,3.5,2952
2088,2.5,1345
2913,2.5,2098
2381,2.5,1589
3716,3,2379
4964,3.5,3032
2831,2.5,1729
2742,2.5,1902
1582,2,1291
2377,2.5,1633
1688,2,1375
4442,3.5,2645
2239,2.5,1440
4973,3.5,3119
2404,2.5,1646
2324,2.5,1553
3882,3,2566
4413,3.5,2527
2223,2.5,1489
2509,2.5,1671
4177,3.5,2378
1523,2,1238
2629,2.5,1810
2523,2.5,1766
1953,2,1586
1936,2,1604
1453,2,1192
1839,2,1090
1634,2,1321
3561,3,2197
3346,3,2078
3049,3,1776
2774,2.5,1969
2369,2.5,1380
1508,2,1166
2114,2.5,1338
3505,3,2213
4722,3.5,2934
2637,2.5,1833
2580,2.5,1787
3933,3,2498
2558,2.5,1585
4762,3.5,2928
1646,2,1361
3069,3,1752
3583,3,2290
3080,3,1802
1700,2,1279
3382,3,2061
4279,3.5,2328
1489,2,1193
3259,3,938
1956,2,1534
2781,2.5,1975
2308,2.5,1573
1557,2,1297
4289,3.5,2510
2693,2.5,1895
1766,2,1459
3705,3,2366
3312,3,2076
1716,2,1421
3635,3,2149
2645,2.5,1830
4533,3.5,2688
2538,2.5,1761
2250,2.5,1494
4261,3.5,2400
3974,3,2649
2211,2.5,1471
2929,2.5,1962
2250,2.5,1386
1953,2,1513
4766,3.5,2938
1797,2,1517
3153,3,1683
3608,3,2202
4503,3.5,2693
4284,3.5,2411
4976,3.5,3145
1969,2,1635
3381,3,2100
3677,3,2382
2980,2.5,2108
3922,3,2592
2908,2.5,2081
3396,3,2009
4781,3.5,2996
4244,3.5,2442
2759,2.5,1959
2070,2.5,1251
2302,2.5,1443
3751,3,2469
4509,3.5,2670
2186,2.5,1378
2003,2.5,1292
4021,3.5,1947
4060,3.5,2105
2218,2.5,1351
3343,3,1952
1456,2,1165
4292,3.5,2536
4288,3.5,2405
3626,3,2353
4299,3.5,2507
3589,3,2283
4614,3.5,2825
3806,3,2380
2474,2.5,1703
2891,2.5,1950
4960,3.5,3159
4674,3.5,2764
4183,3.5,2287
4962,3.5,3127
1587,2,1314
3871,3,2561
3818,3,2520
2193,2.5,1462
4347,3.5,2489
2378,2.5,1632
2585,2.5,1774
4049,3.5,2318
2131,2.5,1382
4184,3.5,2206
2800,2.5,1955
2335,2.5,1563
4278,3.5,2467
4666,3.5,2826
3104,3,1886
2769,2.5,1807
4317,3.5,2573
2495,2.5,1730
1619,2,600
3423,3,2159
1990,2,1445
2820,2.5,1960
4217,3.5,2427
3429,3,2127
1853,2,1178
4822,3.5,2990
1965,2,1416
3693,3,2319
1857,2,1535
3370,3,2096
4895,3.5,3088
4511,3.5,2680
3867,3,2531
3472,3,2045
4598,3.5,2778
3182,3,1745
3411,3,2020
4186,3.5,2404
2579,2.5,1700
4510,3.5,2747
3776,3,2428
1575,2,1306
4062,3.5,2343
3550,3,2277
3741,3,2422
4804,3.5,2996
2574,2.5,1789
2313,2.5,1488
2973,2.5,2012
2951,2.5,2102
2826,2.5,2011
2943,2.5,2137
4486,3.5,2700
4586,3.5,2759
3329,3,2067
3993,3,2672
3203,3,1944
4211,3.5,2423
2646,2.5,1871
4204,3.5,2450
2031,2.5,1311
2918,2.5,2070
2494,2.5,1242
4835,3.5,2966
1478,2,1174
2077,2.5,1333
3762,3,2401
4623,3.5,2828
3341,3,1898
2463,2.5,1619
3570,3,2125
2390,2.5,1552
3414,3,2062
3014,3,1808
2405,2.5,1553
2720,2.5,1907
2814,2.5,2022
3223,3,1949
2769,2.5,1968
3934,3,2585
4766,3.5,2979
1662,2,1275
2803,2.5,1676
3088,3,1843
3122,3,1664
2073,2.5,1168
2466,2.5,1704
2962,2.5,1881
1456,2,1186
4404,3.5,2638
1535,2,1248
2698,2.5,1879
2709,2.5,1722
2304,2.5,1513
3860,3,2496
2992,2.5,2153
4465,3.5,2692
3900,3,2229
2080,2.5,1316
2211,2.5,1454
3589,3,2179
1560,2,1257
3693,3,2414
2646,2.5,1870
4429,3.5,2606
2408,2.5,1637
2766,2.5,1942
4940,3.5,3122
3150,3,1893
4225,3.5,2448
2296,2.5,1493
3586,3,2297
3578,3,2314
2634,2.5,1847
1585,2,1312
3438,3,2154
4862,3.5,3058
3042,3,1757
3816,3,2512
2022,2.5,1116
3795,3,2428
3603,3,2255
2205,2.5,1380
3734,3,2441
3129,3,1900
1533,2,1204
2411,2.5,1591
1798,2,1508
2865,2.5,2052
2343,2.5,1586
3363,3,1882
4247,3.5,2454
4241,3.5,2466
1805,2,1330
2227,2.5,1463
4709,3.5,2831
3742,3,2340
4401,3.5,2593
2165,2.5,1422
3885,3,2561
2014,2.5,1134
4258,3.5,2190
2933,2.5,2050
3173,3,1912
2712,2.5,1440
1841,2,1544
4060,3.5,2072
2633,2.5,1757
4429,3.5,2613
3156,3,1903
3450,3,2109
3669,3,2364
4649,3.5,2791
4958,3.5,3102
4508,3.5,2497
4184,3.5,2426
4739,3.5,2896
1454,2,1031
3251,3,1887
3394,3,2114
2020,2.5,1305
4554,3.5,2458
4787,3.5,2995
2894,2.5,2099
2002,2.5,1247
4865,3.5,3057
2327,2.5,1561
4466,3.5,2672
4889,3.5,3064
1892,2,1594
2959,2.5,2150
1433,2,1101
1449,2,1122
1543,2,1181
4010,3.5,2284
4065,3.5,2242
3401,3,2085
4620,3.5,2639
1958,2,1602
4934,3.5,2860
4601,3.5,2812
4481,3.5,2670
2514,2.5,1730
4687,3.5,2879
2900,2.5,2075
4162,3.5,2415
1589,2,1294
1600,2,1310
2979,2.5,2167
2786,2.5,1866
3135,3,1579
2116,2.5,1389
3354,3,1935
4826,3.5,2902
3424,3,2119
4632,3.5,2770
2845,2.5,2041
3569,3,2205
3647,3,2356
2964,2.5,2152
4582,3.5,2785
3341,3,1826
1681,2,1056
2647,2.5,1809
3901,3,2591
4184,3.5,2457
4084,3.5,2312
3859,3,2549
3703,3,2417
4484,3.5,2632
2329,2.5,1559
1875,2,1558
2332,2.5,1522
2870,2.5,2070
2999,2.5,2169
3975,3,2505
1667,2,1385
2642,2.5,1776
3588,3,2222
4167,3.5,2429
3778,3,2305
2916,2.5,2112
4604,3.5,2743
2027,2.5,1261
1947,2,1565
2527,2.5,1676
4742,3.5,2950
4182,3.5,2282
3063,3,1819
3097,3,1871
2019,2.5,1286
3167,3,1939
4233,3.5,2458
2908,2.5,2016
3664,3,2388
2305,2.5,1547
3133,3,1861
3456,3,2094
1650,2,1227
4618,3.5,2775
1610,2,1311
3403,3,2128
3461,3,2188
3389,3,2088
2758,2.5,1896
1738,2,1458
4961,3.5,3123
3851,3,2512
3026,3,1808
3975,3,2630
3476,3,1952
3270,3,2024
1707,2,1391
4599,3.5,2701
2058,2.5,1309
4741,3.5,2884
3194,3,1796
4754,3.5,2919
4375,3.5,2567
4485,3.5,2551
4220,3.5,2436
4108,3.5,2328
2189,2.5,1454
3024,3,1809
2429,2.5,1611
3536,3,2247
2423,2.5,1667
4506,3.5,2668
3427,3,2077
4868,3.5,3064
3227,3,1955
1459,2,1187
3365,3,1870
2600,2.5,1830
2958,2.5,2089
3106,3,1888
2562,2.5,1713
3002,3,1738
3990,3,2684
4922,3.5,3096
2012,2.5,1263
3665,3,2381
4797,3.5,2767
1619,2,1330
3447,3,2149
2611,2.5,1807
2711,2.5,1824
4854,3.5,3026
2390,2.5,1628
4021,3.5,2260
4928,3.5,3130
2218,2.5,1438
2501,2.5,1746
2887,2.5,2012
4997,3.5,3172
4841,3.5,2745
4957,3.5,2978
2427,2.5,1476
2719,2.5,1932
4242,3.5,2473
3745,3,2286
1925,2,1612
1615,2,1292
1665,2,1274
4952,3.5,2988
2400,2.5,1249
4837,3.5,3030
4996,3.5,3120
3463,3,2206
2855,2.5,2051
1511,2,1229
4492,3.5,2210
4659,3.5,2802
3953,3,2631
1903,2,1509
2906,2.5,2011
1787,2,1357
2135,2.5,1362
1418,2,866
4438,3.5,2661
3915,3,2588
2577,2.5,1745
2369,2.5,1465
4698,3.5,2923
4038,3.5,2313
3602,3,2284
4600,3.5,2832
4590,3.5,2800
2035,2.5,1250
1702,2,1391
3968,3,2633
4251,3.5,2455
4378,3.5,2338
4237,3.5,2493
2183,2.5,1359
2857,2.5,1951
1907,2,1585
3796,3,2458
4692,3.5,2802
1804,2,1397
3935,3,2622
2711,2.5,1820
3097,3,1771
4113,3.5,2343
3254,3,1934
2290,2.5,1542
3569,3,2291
4912,3.5,2910
1963,2,1483
2260,2.5,1401
3260,3,1940
3864,3,2563
2868,2.5,2054
3668,3,2380
3517,3,2239
4834,3.5,2749
3645,3,2304
3259,3,1976
2964,2.5,2088
4780,3.5,2964
1930,2,1623
1413,2,1098
3004,3,1571
2170,2.5,1301
4746,3.5,2960
4809,3.5,3006
1798,2,1411
4768,3.5,2874
1780,2,1327
2583,2.5,1730
2263,2.5,1522
3465,3,2118
4937,3.5,3131
2680,2.5,1805
1636,2,1291
3915,3,2611
4317,3.5,2510
4828,3.5,2892
3174,3,1903
3748,3,2459
2871,2.5,2005
3275,3,2028
4956,3.5,3101
2615,2.5,1816
1992,2,1305
3264,3,1972
2514,2.5,1670
3987,3,2649
4316,3.5,2551
4230,3.5,2347
3214,3,1951
3510,3,2188
1480,2,931
3797,3,2225
2894,2.5,2074
2744,2.5,1942
2770,2.5,1917
2285,2.5,1532
4981,3.5,3021
1841,2,1519
3137,3,1889
3560,3,2256
4339,3.5,2583
3918,3,2571
1831,2,1512
2821,2.5,2012
4028,3.5,2214
3061,3,1836
4085,3.5,2352
4845,3.5,2990
2021,2.5,1262
4103,3.5,2324
1447,2,1148
4457,3.5,2688
3835,3,2505
2647,2.5,1831
1925,2,1546
4512,3.5,2641
2733,2.5,1931
3561,3,2280
4606,3.5,2709
1779,2,1492
3092,3,1778
1952,2,1543
4672,3.5,2880
2960,2.5,2026
4734,3.5,2894
3305,3,1665
1417,2,1029
2965,2.5,2118
4012,3.5,2296
1550,2,1166
3298,3,2056
3477,3,2161
3035,3,1812
3113,3,1880
4848,3.5,3044
3835,3,2265
4054,3.5,2273
4785,3.5,2953
1562,2,1244
1558,2,1157
2088,2.5,943
4173,3.5,2427
2576,2.5,1722
4505,3.5,2618
3031,3,1808
2392,2.5,1542
2048,2.5,1320
4739,3.5,2915
4512,3.5,2659
2566,2.5,1793
3278,3,1995
4925,3.5,3098
3183,3,1913
3959,3,2624
1771,2,1460
3346,3,2107
3110,3,1882
4542,3.5,2771
3887,3,2537
2731,2.5,1922
4669,3.5,2728
1540,2,1261
3322,3,2085
1671,2,1389
4041,3.5,2223
2986,2.5,2143
3566,3,2246
3014,3,1784
1759,2,1367
2324,2.5,1562
4479,3.5,2608
3891,3,2589
3818,3,2498
3544,3,2235
1874,2,1583
4789,3.5,2925
2840,2.5,2051
4139,3.5,2375
3269,3,2003
1532,2,1191
2962,2.5,2014
2439,2.5,1656
4583,3.5,2771
2223,2.5,1460
2958,2.5,1939
2399,2.5,1618
1844,2,1546
1907,2,1467
1934,2,1625
1833,2,1519
3400,3,1966
2569,2.5,1761
3681,3,2368
2332,2.5,1580
3359,3,2082
4584,3.5,2453
1450,2,1188
2280,2.5,1410
1462,2,1152
3818,3,2465
3907,3,2572
1987,2,1673
3421,3,2106
4832,3.5,2956
4177,3.5,2407
4771,3.5,2941
3494,3,2220
2967,2.5,2139
3514,3,2239
3864,3,2387
3453,3,2072
4290,3.5,2388
2905,2.5,2014
3140,3,1868
2066,2.5,1316
4083,3.5,2352
3792,3,2465
2309,2.5,1559
4528,3.5,2480
4081,3.5,2336
2791,2.5,1907
2140,2.5,1294
1670,2,1389
2616,2.5,1803
3569,3,2285
2634,2.5,1722
2928,2.5,2120
1508,2,1225
3604,3,2290
2764,2.5,1958
2577,2.5,1792
4594,3.5,2626
4873,3.5,2973
2740,2.5,1931
4567,3.5,2730
1743,2,1163
1417,2,1152
2412,2.5,1633
1635,2,1328
4814,3.5,2919
3692,3,2377
4285,3.5,2460
2297,2.5,1554
2003,2.5,1249
4513,3.5,2747
3883,3,2583
2235,2.5,1484
2320,2.5,1534
4217,3.5,2483
3915,3,2601
4964,3.5,3057
4589,3.5,2815
4100,3.5,2347
2187,2.5,1249
2607,2.5,1833
4529,3.5,2768
2999,2.5,2158
3266,3,2021
2593,2.5,1816
1463,2,1156
3146,3,1916
2909,2.5,1804
4308,3.5,2571
4349,3.5,2610
3820,3,2525
2705,2.5,1641
3994,3,2687
2193,2.5,1470
4240,3.5,2491
4410,3.5,2513
4216,3.5,2484
2888,2.5,2022
4746,3.5,2940
3887,3,2584
4086,3.5,2273
3593,3,1998
1934,2,1580
2557,2.5,1781
3952,3,2583
3153,3,1885
1966,2,1624
1685,2,1240
2379,2.5,1613
3003,3,1775
2577,2.5,1594
3068,3,1842
4556,3.5,2754
2885,2.5,1941
4010,3.5,2293
3565,3,2231
3894,3,2555
3172,3,1931
3027,3,1780
1986,2,1452
3944,3,2605
4346,3.5,2514
4468,3.5,2695
4090,3.5,2344
2301,2.5,1562
1491,2,1152
2342,2.5,1445
1465,2,1166
4426,3.5,2651
3348,3,1900
1936,2,1614
3864,3,2464
2747,2.5,1951
2011,2.5,1212
2426,2.5,1638
3319,3,2070
3188,3,1918
2650,2.5,1764
3278,3,1986
3152,3,1930
2275,2.5,1533
3788,3,2463
4525,3.5,2735
3912,3,2558
1755,2,1424
2856,2.5,2033
2884,2.5,2055
3072,3,1860
1459,2,1133
2990,2.5,2175
4839,3.5,3041
2999,2.5,2190
4520,3.5,2747
1968,2,1546
1925,2,1619
3250,3,1908
4891,3.5,3069
2566,2.5,1738
1890,2,1537
2394,2.5,1582
4228,3.5,2391
4616,3.5,2382
1933,2,1600
2415,2.5,1652
3214,3,1976
3185,3,1876
3278,3,2034
2355,2.5,1612
3799,3,2405
3590,3,2091
2146,2.5,1362
4386,3.5,2630
3089,3,1788
1907,2,1593
2935,2.5,2106
1969,2,1642
4900,3.5,3064
2245,2.5,1499
1684,2,1339
1966,2,1555
1787,2,1414
1739,2,1401
3118,3,1620
3284,3,1739
2347,2.5,1477
2497,2.5,1742
4412,3.5,2615
3270,3,2008
3685,3,2394
2964,2.5,2093
4218,3.5,2393
4366,3.5,2534
1429,2,1155
2115,2.5,1363
4118,3.5,2321
2614,2.5,1816
2515,2.5,1739
1779,2,1490
3014,3,1675
2549,2.5,1771
4369,3.5,2549
4469,3.5,2693
2094,2.5,1298
2334,2.5,1409
3292,3,1961
4755,3.5,2904
4868,3.5,3061
3579,3,2292
3687,3,2271
4908,3.5,3066
2205,2.5,1438
4140,3.5,2259
1978,2,1605
4230,3.5,2406
4662,3.5,2824
4911,3.5,3083
1916,2,1522
1719,2,1257
3679,3,2364
4009,3.5,2290
4878,3.5,3054
2933,2.5,2120
3389,3,2049
3918,3,2582
2285,2.5,1508
3715,3,2409
3087,3,1593
3338,3,2061
4387,3.5,2605
3401,3,2007
3419,3,2069
2422,2.5,1629
3362,3,2078
3678,3,2367
3266,3,2023
1959,2,1565
1575,2,1198
4580,3.5,2795
1951,2,1281
4522,3.5,2716
4406,3.5,2625
4222,3.5,2273
2039,2.5,1209
1610,2,1346
3211,3,1909
4138,3.5,2383
4315,3.5,2577
2445,2.5,1669
1424,2,1145
4400,3.5,2603
2268,2.5,1409
3166,3,1912
4968,3.5,3046
2970,2.5,2083
3707,3,2420
4531,3.5,2750
1819,2,1469
3539,3,2200
3126,3,1881
4780,3.5,2873
1415,2,866
4180,3.5,2391
1456,2,1174
3378,3,1927
1980,2,1657
2844,2.5,1984
4155,3.5,2426
4016,3.5,2256
1440,2,1121
4597,3.5,2791
3056,3,1813
4387,3.5,2569
3267,3,1972
4930,3.5,3078
2754,2.5,1971
2202,2.5,1374
3789,3,2459
3325,3,1943
1613,2,1281
4712,3.5,2903
1706,2,1324
4420,3.5,1753
4145,3.5,2373
3634,3,2344
2972,2.5,2131
4331,3.5,1793
3046,3,1788
2552,2.5,1694
3990,3,2416
4192,3.5,2455
3310,3,1918
2264,2.5,1500
2264,2.5,1439
2854,2.5,1925
2572,2.5,1784
4972,3.5,3142
3799,3,2500
2153,2.5,1359
4999,3.5,3104
2798,2.5,1962
2549,2.5,1738
4333,3.5,2567
2431,2.5,1609
2091,2.5,1255
2620,2.5,1769
3457,3,2178
3949,3,2436
3209,3,1893
3186,3,1959
2996,2.5,2072
4185,3.5,2345
3210,3,1973
4084,3.5,2357
2336,2.5,1548
3705,3,2424
3116,3,1726
1962,2,1568
3335,3,2038
2586,2.5,1660
4998,3.5,3168
1454,2,1087
3312,3,2052
3483,3,2217
1582,2,1308
2253,2.5,1495
1977,2,1604
1440,2,1160
1839,2,1508
4662,3.5,2881
2599,2.5,1803
2456,2.5,1649
4788,3.5,2983
1504,2,1104
4137,3.5,2403
4872,3.5,2918
4837,3.5,3015
3303,3,1962
3015,3,1752
4890,3.5,2943
2231,2.5,1485
3852,3,2549
4888,3.5,3069
3206,3,1761
4405,3.5,2588
4086,3.5,2229
4901,3.5,3090
3781,3,2379
4724,3.5,2949
3146,3,1923
2577,2.5,1741
2357,2.5,1565
3002,3,1778
4021,3.5,2073
2778,2.5,1809
3134,3,1440
3925,3,2617
3107,3,1833
2336,2.5,1582
1612,2,1099
2669,2.5,1844
3296,3,1903
3769,3,2443
3389,3,2051
4035,3.5,2278
1498,2,1221
3685,3,2334
2435,2.5,1654
4589,3.5,2796
2974,2.5,2076
3364,3,2038
3346,3,2100
3826,3,2500
4463,3.5,2712
2546,2.5,1711
4859,3.5,2992
4443,3.5,2364
3208,3,1971
4729,3.5,2888
1516,2,1202
4524,3.5,2738
4829,3.5,3020
4562,3.5,2792
3146,3,1920
1426,2,1003
3504,3,2240
3698,3,2417
3893,3,2596
2105,2.5,1329
3117,3,1891
4355,3.5,2579
2742,2.5,1912
4388,3.5,2613
3258,3,2008
4013,3.5,2264
3740,3,2413
3114,3,1884
4075,3.5,2348
3857,3,2535
1608,2,1256
1862,2,1565
3248,3,2013
4114,3.5,2180
3171,3,1912
4883,3.5,3064
3023,3,1783
2054,2.5,1287
4201,3.5,2459
3596,3,2206
2843,2.5,2035
3083,3,1632
2852,2.5,1979
3311,3,2076
2009,2.5,1281
2504,2.5,1733
2107,2.5,674
2997,2.5,2180
3769,3,2428
3650,3,2377
1919,2,1337
2641,2.5,1759
3869,3,2116
2489,2.5,1727
4533,3.5,2457
2824,2.5,1891
4024,3.5,2259
4657,3.5,2871
4376,3.5,2566
3844,3,2497
1547,2,1267
4903,3.5,3040
4790,3.5,2595
3012,3,1760
4784,3.5,2891
2962,2.5,2108
2068,2.5,1130
3524,3,2206
4780,3.5,2955
1687,2,1253
2000,2,1628
1607,2,1233
2468,2.5,1712
1930,2,1601
3110,3,1732
4710,3.5,2871
4516,3.5,2578
3875,3,2542
2610,2.5,1793
1945,2,1599
4087,3.5,2328
3602,3,2234
2817,2.5,2013
1704,2,1023
2333,2.5,1592
4477,3.5,2604
1424,2,1050
3299,3,2029
1612,2,1144
2337,2.5,1577
3341,3,1887
3863,3,2562
3991,3,2651
2002,2.5,1267
1792,2,1507
1618,2,1259
2080,2.5,1281
1999,2,1480
1970,2,1652
2762,2.5,1976
2568,2.5,1756
2046,2.5,1226
1800,2,1370
3994,3,2530
4890,3.5,2987
2268,2.5,1495
4647,3.5,2736
2027,2.5,1261
1666,2,1296
2317,2.5,1366
4948,3.5,3136
4009,3.5,2203
4336,3.5,2524
4405,3.5,2643
4607,3.5,2816
3932,3,2571
3617,3,2332
4176,3.5,2355
4127,3.5,2331
2233,2.5,726
3800,3,2409
3675,3,2028
2058,2.5,1302
3033,3,1661
2495,2.5,1718
1560,2,1294
1975,2,1270
2905,2.5,2095
3415,3,2147
3462,3,2183
4399,3.5,2434
4347,3.5,2603
2696,2.5,1834
1761,2,1463
3413,3,2137
2056,2.5,1185
2796,2.5,1872
3864,3,2494
3393,3,2128
3550,3,2262
2386,2.5,1586
4934,3.5,3079
